facility,room,row,rack_id,rack_unit,unit_height,equipment_type,hostname,asset_tag,serial_number,manufacturer,model,cpu_sockets,ram_gb,power_draw_watts,power_circuit,pdu_port,network_port_primary,network_port_secondary,vlan_primary,ip_address_mgmt,ip_address_production,install_date,warranty_expiry,operational_status,thermal_zone,weight_lbs,cable_path,business_unit,application_mapped,notes
Facility B,Data Hall B,Row E,NWK-R01,0U (Sensor),0U,Environmental Sensor,SENS-NWK-R01-AIRF,SENS-47294,SN-SENS-799318,Vertiv,Geist Airflow Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.10.173,,2022-12-13,2027-02-11,Active,Cold Aisle 3,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2025-06-15
Facility B,Data Hall B,Row B,STM-R14,30U,1U,Cable Management,CM-STM-R14-30,CM-15226,N/A,CPI,Horizontal Cable Manager 2U,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2021-07-26,N/A,Active,Hot Aisle 1,5,N/A,Facilities,Cable Management,
Facility B,Data Hall A,Row D,STM-R16,1U,1U,Patch Panel,PP-STM-R16-Bottom,PP-91691,SN-PP-826353,Panduit,48-Port Cat6A Angled,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2019-06-28,N/A,Active,Cold Aisle 3,6,Under-floor Path 1,Facilities,Cabling Infrastructure,38 ports in use of 48 total
Facility B,Data Hall B,Row B,STM-R14,0U (Sensor),0U,Environmental Sensor,SENS-STM-R14-TEMP,SENS-16440,SN-SENS-780129,Vertiv,Geist Temperature Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.7.188,,2024-04-10,2027-07-06,Needs Calibration,Cold Aisle 1,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-09-14
Facility B,Data Hall A,Row C,STM-R09,0U (Sensor),0U,Environmental Sensor,SENS-STM-R09-POWE,SENS-59300,SN-SENS-915437,Vertiv,Geist Power Meter Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.3.5,,2024-02-01,2026-03-03,Active,Cold Aisle 1,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-12-26
Facility B,Data Hall A,Row D,NWK-R14,37U,2U,WAN Optimizer,NET-WAN-33,NET-48602,SN-NET-233534,Palo,Palo Alto PA-3200,0,16,151,Ckt-B-1,PDU-A-20,Mgmt-1,Mgmt-2,VLAN-200,10.1.1.82,,2024-04-21,2026-08-05,Active,Cold Aisle 1,14,Overhead Tray B,IT Operations,Infrastructure,
Facility B,Data Hall B,Row C,STM-R01,20U,1U,Cable Management,CM-STM-R01-20,CM-84572,N/A,CPI,Horizontal Cable Manager 2U,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2022-03-20,N/A,Active,Cold Aisle 2,4,N/A,Facilities,Cable Management,
Facility B,Data Hall B,Row E,STM-R08,40U,1U,Patch Panel,PP-STM-R08-Top,PP-18908,SN-PP-841521,Leviton,48-Port Cat6A,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2020-09-15,N/A,Active,Cold Aisle 1,3,Side Cable Mgmt,Facilities,Cabling Infrastructure,38 ports in use of 48 total
Facility B,Data Hall B,Row B,STM-R38,20U,1U,Cable Management,CM-STM-R38-20,CM-55706,N/A,CPI,Horizontal Cable Manager 2U,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2022-05-07,N/A,Active,Cold Aisle 2,4,N/A,Facilities,Cable Management,
Facility B,Data Hall B,Row B,STM-R38,0U (Sensor),0U,Environmental Sensor,SENS-STM-R38-HUMI,SENS-24618,SN-SENS-201593,Vertiv,Geist Humidity Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.1.175,,2022-06-12,2028-12-25,Active,Cold Aisle 3,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-04-21
Facility B,Data Hall A,Row A,STM-R23,1U,1U,Patch Panel,PP-STM-R23-Bottom,PP-14561,SN-PP-232361,Leviton,48-Port Cat6A,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2021-06-13,N/A,Active,Cold Aisle 3,3,Side Cable Mgmt,Facilities,Cabling Infrastructure,22 ports in use of 48 total
Facility B,Data Hall B,Row A,STM-R34,41U,0U,PDU,PDU-STM-R34-A,PDU-29082,SN-PDU-907562,Vertiv,Vertiv MPH2 ?,0,0,15,Ckt-A-2,N/A,Mgmt-1,,VLAN-200,10.100.6.81,,2022-03-14,2026-07-25,Active,Hot Aisle 1,15,Overhead Tray B,Facilities,Power Distribution,Rated capacity: 17.3 kW
Facility B,Data Hall B,Row A,STM-R26,40U,1U,Patch Panel,PP-STM-R26-Top,PP-20803,SN-PP-771652,CommScope,48-Port Cat6A Angled,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2020-05-03,N/A,Active,Cold Aisle 1,3,Side Cable Mgmt,Facilities,Cabling Infrastructure,47 ports in use of 24 total
Facility B,Data Hall A,Row B,STM-R40,30U,1U,Cable Management,CM-STM-R40-30,CM-82534,N/A,CPI,Horizontal Cable Manager 2U,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2021-12-01,N/A,Active,Cold Aisle 1,3,N/A,Facilities,Cable Management,
Facility B,Data Hall B,Row D,STM-R02,0U (Sensor),0U,Environmental Sensor,SENS-STM-R02-POWE,SENS-74776,SN-SENS-544420,Vertiv,Geist Power Meter Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.8.178,,2024-10-26,2028-03-26,Active,Cold Aisle 2,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-09-16
Facility B,Data Hall A,Row A,NWK-R04,0U (Sensor),0U,Environmental Sensor,SENS-NWK-R04-HUMI,SENS-74297,SN-SENS-792142,Vertiv,Geist Humidity Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.9.176,,2024-08-18,2027-09-02,Active,Cold Aisle 1,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-10-13
Facility B,Data Hall A,Row A,STM-R27,30U,1U,Cable Management,CM-STM-R27-30,CM-97080,N/A,CPI,Horizontal Cable Manager 2U,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2019-09-12,N/A,Active,Hot Aisle 1,2,N/A,Facilities,Cable Management,
Facility B,Data Hall A,Row A,STM-R27,20U,1U,Cable Management,CM-STM-R27-20,CM-10205,N/A,CPI,Horizontal Cable Manager 2U,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2021-04-19,N/A,Active,Cold Aisle 2,3,N/A,Facilities,Cable Management,
Facility B,Data Hall B,Row B,STM-R14,9U,4U,Server,SVR-STM-046,AST-1046,SN-DC-2019-0046,Dell,PowerEdge R740xd,2,256,466,Ckt-A-4,PDU-A-18,Eth-24/3,Eth-11/3,VLAN-130,10.100.0.19,10.20.0.19,2021-12-28,2028-02-15,Active,Hot Aisle 1,44,Overhead Tray B,Development,App-72,
Facility B,Data Hall B,Row E,STM-R36,21U,2U,Server,SVR-STM-018,AST-1018,SN-DC-2018-0018,Dell,PowerEdge R750,1,64,397,Ckt-B-3,PDU-B-02,Eth-7/4,Eth-23/3,VLAN-127,10.100.0.7,10.20.0.7,2023-09-04,2029-10-07,Active,Cold Aisle 1,37,Under-floor Path 2,Trading Systems,App-67,
Facility B,Data Hall B,Row D,STM-R35,0U (Sensor),0U,Environmental Sensor,SENS-STM-R35-AIRF,SENS-52667,SN-SENS-810860,Vertiv,Geist Airflow Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.8.60,,2024-07-24,2026-06-14,Active,Hot Aisle 1,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-05-20
Facility B,Data Hall A,Row E,STM-R21,13U,2U,Server,SVR-STM-102,AST-1102,SN-DC-2018-0102,HPE,ProLiant DL380 Gen10,1,512,393,Ckt-B-4,PDU-B-10,Eth-1/2,Eth-13/1,VLAN-130,10.100.0.50,10.20.0.50,2020-12-20,2027-07-08,Active,Cold Aisle 3,55,Under-floor Path 1,Development,App-60,
Facility B,Data Hall B,Row C,STM-R22,0U (Sensor),0U,Environmental Sensor,SENS-STM-R22-TEMP,SENS-29082,SN-SENS-907562,Vertiv,Geist Temperature Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.1.184,,2021-02-11,2028-07-25,Active,Cold Aisle 2,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2025-07-25
Facility B,Data Hall B,Row D,NWK-R08,1U,1U,Patch Panel,PP-NWK-R08-Bottom,PP-98984,SN-PP-726928,Leviton,48-Port Cat6A Angled,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2021-02-11,N/A,Active,Hot Aisle 1,7,Under-floor Path 2,Facilities,Cabling Infrastructure,27 ports in use of 48 total
Facility B,Data Hall B,Row C,STM-R22,0U (Sensor),0U,Environmental Sensor,SENS-STM-R22-AIRF,SENS-46671,SN-SENS-653429,Vertiv,Geist Airflow Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.10.236,,2022-12-13,2029-11-07,Active,Cold Aisle 3,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-12-12
Facility B,Data Hall B,Row C,STM-R41,30U,1U,Cable Management,CM-STM-R41-30,CM-82487,N/A,CPI,Horizontal Cable Manager 2U,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2022-07-06,N/A,Active,Cold Aisle 3,5,N/A,Facilities,Cable Management,
Facility B,Data Hall B,Row C,STM-R25,41U,0U,PDU,PDU-STM-R25-A,PDU-19269,SN-PDU-673734,Raritan,Raritan PX3-5902V,0,0,27,Ckt-A-2,N/A,Mgmt-4,,VLAN-200,10.100.5.46,,2020-07-03,2026-04-06,Active,Cold Aisle 2,11,Under-floor Path 1,Facilities,Power Distribution,Rated capacity: 5.7 kW
Facility B,Data Hall A,Row B,NWK-R07,0U (Sensor),0U,Environmental Sensor,SENS-NWK-R07-TEMP,SENS-90405,SN-SENS-755608,Vertiv,Geist Temperature Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.5.207,,2022-04-16,2028-01-09,Active,Cold Aisle 3,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2025-01-07
Facility B,Data Hall A,Row B,STM-R40,0U (Sensor),0U,Environmental Sensor,SENS-STM-R40-TEMP,SENS-34819,SN-SENS-800302,Vertiv,Geist Temperature Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.8.178,,2024-10-23,2028-10-19,Active,Cold Aisle 3,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-07-11
Facility B,Data Hall A,Row C,NWK-R09,14U,4U,Storage Array,SAN-32,STG-55069,SN-STG-322022,NetApp,NetApp FAS8300,2,256,2122,Ckt-A-3,PDU-A-08,FC-5,FC-4,VLAN-300,10.30.0.30,10.30.1.47,2023-01-28,2028-08-21,Active,Cold Aisle 3,89,Under-floor Path 1,IT Operations,Storage Infrastructure,
Facility B,Data Hall A,Row B,STM-R40,0U (Sensor),0U,Environmental Sensor,SENS-STM-R40-TEMP,SENS-11059,SN-SENS-642827,Vertiv,Geist Temperature Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.10.169,,2022-01-08,2026-07-12,Active,Hot Aisle 2,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2025-02-11
Facility B,Data Hall B,Row C,STM-R34,20U,1U,Cable Management,CM-STM-R34-20,CM-83874,N/A,CPI,Horizontal Cable Manager 2U,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2019-01-03,N/A,Active,Hot Aisle 1,4,N/A,Facilities,Cable Management,
Facility B,Data Hall B,Row C,STM-R01,1U,1U,Patch Panel,PP-STM-R01-Bottom,PP-54921,SN-PP-291752,Leviton,24-Port LC Fiber,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2022-08-09,N/A,Active,Cold Aisle 2,8,Under-floor Path 2,Facilities,Cabling Infrastructure,43 ports in use of 48 total
Facility B,Data Hall B,Row E,NWK-R01,40U,1U,Patch Panel,PP-NWK-R01-Top,PP-68926,SN-PP-720970,Panduit,24-Port LC Fiber,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2019-12-07,N/A,Active,Hot Aisle 2,5,Overhead Tray A,Facilities,Cabling Infrastructure,36 ports in use of 24 total
Facility B,Data Hall B,Row D,STM-R10,41U,0U,PDU,PDU-STM-R10-A,PDU-48477,SN-PDU-794255,APC,APC AP8681,0,0,30,Ckt-A-8,N/A,Mgmt-3,,VLAN-200,10.100.9.88,,2023-09-01,2026-07-04,Active,Cold Aisle 2,12,Under-floor Path 1,Facilities,Power Distribution,Rated capacity: 8.6 kW
Facility B,Data Hall B,Row C,STM-R36,41U,0U,PDU,PDU-STM-R36-A,PDU-26228,SN-PDU-150051,ServerTech,ServerTech CWG-24VYM415,0,0,18,Ckt-A-8,N/A,Mgmt-3,,VLAN-200,10.100.10.189,,2019-08-11,2027-12-19,Active,Cold Aisle 3,15,Side Cable Mgmt,Facilities,Power Distribution,Rated capacity: 17.3 kW
Facility B,Data Hall B,Row C,STM-R34,0U (Sensor),0U,Environmental Sensor,SENS-STM-R34-POWE,SENS-21322,SN-SENS-998043,Vertiv,Geist Power Meter Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.10.34,,2024-11-25,2027-02-23,Active,Cold Aisle 1,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-08-22
Facility B,Data Hall B,Row E,NWK-R01,30U,1U,Cable Management,CM-NWK-R01-30,CM-24936,N/A,CPI,Horizontal Cable Manager 2U,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2021-11-28,N/A,Active,Cold Aisle 2,4,N/A,Facilities,Cable Management,
Facility B,Data Hall B,Row C,STM-R30,0U (Sensor),0U,Environmental Sensor,SENS-STM-R30-TEMP,SENS-73198,SN-SENS-794830,Vertiv,Geist Temperature Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.9.62,,2022-04-06,2026-02-14,Active,Hot Aisle 2,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-07-25
Facility B,Data Hall A,Row A,NWK-R18,37U,2U,Core Switch,NET-COR-36,NET-32296,SN-NET-493696,Palo,Palo Alto PA-3200,0,16,226,Ckt-A-6,PDU-B-23,Mgmt-1,Mgmt-2,VLAN-200,10.1.1.8,,2023-11-06,2029-03-02,Active,Hot Aisle 1,31,Overhead Tray B,IT Operations,Infrastructure,
Facility B,Data Hall B,Row D,STM-R28,0U (Sensor),0U,Environmental Sensor,SENS-STM-R28-AIRF,SENS-93568,SN-SENS-275409,Vertiv,Geist Airflow Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.4.148,,2023-01-21,2028-02-02,Active,Cold Aisle 2,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-08-10
Facility B,Data Hall B,Row E,STM-R36,1U,1U,Patch Panel,PP-STM-R36-Bottom,PP-82733,SN-PP-274971,Panduit,24-Port LC Fiber,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2020-03-11,N/A,Active,Cold Aisle 2,7,Overhead Tray A,Facilities,Cabling Infrastructure,45 ports in use of 48 total
Facility B,Data Hall B,Row E,STM-R08,0U (Sensor),0U,Environmental Sensor,SENS-STM-R08-HUMI,SENS-92752,SN-SENS-432591,Vertiv,Geist Humidity Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.7.203,,2021-05-28,2026-08-16,Active,Cold Aisle 1,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-02-27
Facility B,Data Hall B,Row D,STM-R02,0U (Sensor),0U,Environmental Sensor,SENS-STM-R02-HUMI,SENS-96734,SN-SENS-487042,Vertiv,Geist Humidity Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.5.208,,2021-01-28,2027-11-05,Active,Hot Aisle 2,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-08-24
Facility B,Data Hall A,Row D,STM-R16,0U (Sensor),0U,Environmental Sensor,SENS-STM-R16-TEMP,SENS-20104,SN-SENS-639535,Vertiv,Geist Temperature Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.5.55,,2022-03-06,2028-10-23,Active,Hot Aisle 2,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-06-24
Facility B,Data Hall B,Row D,STM-R25,9U,2U,Server,SVR-STM-053,AST-1053,SN-DC-2018-0053,Dell,PowerEdge R640,1,384,335,Ckt-A-4,PDU-B-15,Eth-15/4,Eth-22/4,VLAN-125,10.100.0.25,10.20.0.25,2022-12-04,2028-07-11,Active,Cold Aisle 1,58,Overhead Tray B,QA,App-9,
Facility B,Data Hall B,Row A,STM-R15,40U,1U,Patch Panel,PP-STM-R15-Top,PP-72580,SN-PP-439320,Leviton,48-Port Cat6A,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2021-07-08,N/A,Active,Cold Aisle 2,5,Under-floor Path 1,Facilities,Cabling Infrastructure,27 ports in use of 24 total
Facility B,Data Hall A,Row D,NWK-R09,37U,2U,Access Switch,NET-ACC-11,NET-37925,SN-NET-758589,F5,F5 BIG-IP,0,16,571,Ckt-B-4,PDU-A-04,Mgmt-1,Mgmt-2,VLAN-200,10.1.1.36,,2020-10-24,2029-06-14,Active,Cold Aisle 1,18,Overhead Tray B,IT Operations,Infrastructure,
Facility B,Data Hall B,Row C,STM-R30,31U,2U,Server,SVR-STM-094,AST-1094,SN-DC-2018-0094,Dell,PowerEdge R750,1,128,411,Ckt-B-3,PDU-B-24,Eth-39/3,Eth-27/4,VLAN-134,10.100.0.46,10.20.0.46,2024-04-25,2027-11-25,Active,Cold Aisle 3,85,Overhead Tray A,QA,App-68,
Facility B,Data Hall A,Row D,STM-R19,1U,4U,Server,SVR-STM-078,AST-1078,SN-DC-2022-0078,Dell,PowerEdge R740xd,2,512,476,Ckt-A-3,PDU-A-14,Eth-33/1,Eth-8/2,VLAN-119,10.100.0.39,10.20.0.39,2020-03-11,2027-06-17,Active,Cold Aisle 1,40,Under-floor Path 1,Compliance,App-82,
Facility B,Data Hall B,Row A,STM-R25,40U,1U,Patch Panel,PP-STM-R25-Top,PP-18511,SN-PP-676713,CommScope,24-Port LC Fiber,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2021-03-23,N/A,Active,Hot Aisle 2,5,Side Cable Mgmt,Facilities,Cabling Infrastructure,25 ports in use of 24 total
Facility B,Data Hall A,Row E,STM-R12,0U (Sensor),0U,Environmental Sensor,SENS-STM-R12-AIRF,SENS-34371,SN-SENS-207241,Vertiv,Geist Airflow Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.5.69,,2022-12-15,2026-04-03,Active,Hot Aisle 1,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-04-11
Facility B,Data Hall B,Row C,STM-R34,0U (Sensor),0U,Environmental Sensor,SENS-STM-R34-TEMP,SENS-68827,SN-SENS-500560,Vertiv,Geist Temperature Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.6.247,,2021-02-18,2028-07-20,Active,Cold Aisle 1,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-05-26
Facility B,Data Hall A,Row A,STM-R32,0U (Sensor),0U,Environmental Sensor,SENS-STM-R32-TEMP,SENS-53601,SN-SENS-162976,Vertiv,Geist Temperature Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.5.245,,2023-03-15,2026-08-07,Needs Calibration,Cold Aisle 2,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2025-11-16
Facility B,Data Hall A,Row C,STM-R10,0U (Sensor),0U,Environmental Sensor,SENS-STM-R10-HUMI,SENS-25075,SN-SENS-376331,Vertiv,Geist Humidity Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.4.171,,2024-04-16,2026-12-24,Active,Cold Aisle 3,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2025-04-28
Facility B,Data Hall B,Row C,STM-R01,0U (Sensor),0U,Environmental Sensor,SENS-STM-R01-AIRF,SENS-37973,SN-SENS-156704,Vertiv,Geist Airflow Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.4.223,,2021-11-14,2028-05-21,Active,Hot Aisle 1,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2025-02-09
Facility B,Data Hall A,Row C,STM-R13,0U (Sensor),0U,Environmental Sensor,SENS-STM-R13-AIRF,SENS-29862,SN-SENS-815520,Vertiv,Geist Airflow Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.8.21,,2021-12-08,2027-11-21,Active,Hot Aisle 2,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-08-26
Facility B,Data Hall B,Row C,STM-R39,1U,1U,Patch Panel,PP-STM-R39-Bottom,PP-41574,SN-PP-446968,Panduit,48-Port Cat6A,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2020-09-21,N/A,Active,Cold Aisle 2,6,Overhead Tray B,Facilities,Cabling Infrastructure,20 ports in use of 48 total
Facility B,Data Hall B,Row C,STM-R22,1U,1U,Patch Panel,PP-STM-R22-Bottom,PP-48722,SN-PP-536181,Leviton,48-Port Cat6A,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2020-06-10,N/A,Active,Cold Aisle 1,6,Overhead Tray B,Facilities,Cabling Infrastructure,34 ports in use of 48 total
Facility B,Data Hall A,Row E,NWK-R08,9U,4U,Storage Array,SAN-37,STG-68487,SN-STG-266956,Pure,Pure Storage FlashArray//X50,2,128,1959,Ckt-A-8,PDU-B-02,FC-4,FC-8,VLAN-300,10.30.0.60,10.30.1.17,2021-06-08,2026-11-07,Active,Cold Aisle 3,196,Under-floor Path 1,IT Operations,Storage Infrastructure,
Facility B,Data Hall B,Row D,STM-R20,20U,1U,Cable Management,CM-STM-R20-20,CM-28528,N/A,CPI,Horizontal Cable Manager 2U,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2022-07-20,N/A,Active,Hot Aisle 2,5,N/A,Facilities,Cable Management,
Facility B,Data Hall A,Row C,STM-R09,0U (Sensor),0U,Environmental Sensor,SENS-STM-R09-TEMP,SENS-74080,SN-SENS-785592,Vertiv,Geist Temperature Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.1.121,,2021-04-23,2027-01-06,Active,Cold Aisle 1,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2025-08-20
Facility B,Data Hall A,Row B,STM-R03,40U,1U,Patch Panel,PP-STM-R03-Top,PP-16637,SN-PP-276149,CommScope,24-Port LC Fiber,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2022-08-01,N/A,Active,Cold Aisle 2,8,Under-floor Path 2,Facilities,Cabling Infrastructure,23 ports in use of 48 total
Facility B,Data Hall A,Row E,STM-R24,42U,0U,PDU,PDU-STM-R24-B,PDU-20625,SN-PDU-582589,Raritan,Raritan PX3-5902V,0,0,30,Ckt-B-8,N/A,Mgmt-3,,VLAN-200,10.100.10.169,,2019-06-02,2029-06-24,Active,Cold Aisle 3,7,Overhead Tray B,Facilities,Power Distribution,Rated capacity: 5.7 kW
Facility B,Data Hall A,Row B,STM-R40,42U,0U,PDU,PDU-STM-R40-B,PDU-62664,SN-PDU-717499,ServerTech,ServerTech CWG-24VYM415,0,0,16,Ckt-B-8,N/A,Mgmt-1,,VLAN-200,10.100.6.112,,2020-07-01,2028-07-09,Active,Hot Aisle 1,6,Overhead Tray A,Facilities,Power Distribution,Rated capacity: 17.3 kW
Facility B,Data Hall B,Row C,STM-R17,0U (Sensor),0U,Environmental Sensor,SENS-STM-R17-TEMP,SENS-57918,SN-SENS-587957,Vertiv,Geist Temperature Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.10.11,,2023-06-06,2026-09-23,Active,Hot Aisle 2,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-04-18
Facility B,Data Hall A,Row C,STM-R42,42U,0U,PDU,PDU-STM-R42-B,PDU-68455,SN-PDU-187984,Vertiv,Vertiv MPH2 ?,0,0,21,Ckt-B-3,N/A,Mgmt-3,,VLAN-200,10.100.9.253,,2020-04-18,2029-09-15,Active,Hot Aisle 1,5,Under-floor Path 2,Facilities,Power Distribution,Rated capacity: 17.3 kW
Facility B,Data Hall A,Row A,STM-R04,0U (Sensor),0U,Environmental Sensor,SENS-STM-R04-AIRF,SENS-25448,SN-SENS-404154,Vertiv,Geist Airflow Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.5.124,,2023-05-07,2026-12-21,Active,Cold Aisle 2,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2025-05-21
Facility B,Data Hall B,Row B,STM-R37,40U,1U,Patch Panel,PP-STM-R37-Top,PP-64287,SN-PP-386436,Leviton,48-Port Cat6A Angled,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2019-06-14,N/A,Active,Hot Aisle 1,5,Side Cable Mgmt,Facilities,Cabling Infrastructure,33 ports in use of 48 total
Facility B,Data Hall B,Row C,STM-R39,0U (Sensor),0U,Environmental Sensor,SENS-STM-R39-TEMP,SENS-60012,SN-SENS-398873,Vertiv,Geist Temperature Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.7.163,,2023-12-20,2026-02-26,Active,Hot Aisle 1,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2025-10-14
Facility B,Data Hall B,Row D,STM-R29,0U (Sensor),0U,Environmental Sensor,SENS-STM-R29-TEMP,SENS-45300,SN-SENS-723068,Vertiv,Geist Temperature Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.1.85,,2021-11-20,2029-06-24,Active,Hot Aisle 2,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2025-01-26
Facility B,Data Hall A,Row B,STM-R40,0U (Sensor),0U,Environmental Sensor,SENS-STM-R40-POWE,SENS-28664,SN-SENS-404691,Vertiv,Geist Power Meter Sensor,0,0,1,Sensor Bus,N/A,Sensor Network,,VLAN-250,10.250.8.50,,2023-01-01,2027-04-10,Active,Hot Aisle 2,0,N/A,Facilities,Environmental Monitoring,Calibration due: 2026-12-06
Facility B,Data Hall B,Row D,STM-R09,41U,0U,PDU,PDU-STM-R09-A,PDU-72367,SN-PDU-799061,ServerTech,ServerTech CWG-24VYM415,0,0,27,Ckt-A-8,N/A,Mgmt-3,,VLAN-200,10.100.3.197,,2022-02-04,2028-08-16,Active,Hot Aisle 2,15,Overhead Tray B,Facilities,Power Distribution,Rated capacity: 5.7 kW
Facility B,Data Hall A,Row A,STM-R28,1U,2U,Server,SVR-STM-054,AST-1054,SN-DC-2018-0054,Dell,PowerEdge R640,2,768,324,Ckt-A-1,PDU-B-22,Eth-8/4,Eth-23/4,VLAN-103,10.100.0.26,10.20.0.26,2021-10-10,2028-02-19,Active,Cold Aisle 3,48,Overhead Tray B,QA,App-29,
Facility B,Data Hall B,Row E,STM-R18,30U,1U,Cable Management,CM-STM-R18-30,CM-52714,N/A,CPI,Horizontal Cable Manager 2U,0,0,0,N/A,N/A,N/A,N/A,N/A,,,2022-05-27,N/A,Active,Cold Aisle 2,4,N/A,Facilities,Cable Management,
Facility B,Data Hall B,Row C,STM-R08,42U,0U,PDU,PDU-STM-R08-B,PDU-87405,SN-PDU-206663,Vertiv,Vertiv MPH2 ?,0,0,20,Ckt-B-2,N/A,Mgmt-3,,VLAN-200,10.100.4.87,,2020-10-28,2029-02-08,Active,Cold Aisle 2,12,Under-floor Path 1,Facilities,Power Distribution,Rated capacity: 17.3 kW
